a2,a1,txt,t,id,fs,n,ts,v,coordinate_x,coordinate_y
400AGL,SFC,"UAS Restricted Area
Malmstrom B-4 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829254,,,,,,
400AGL,SFC,"UAS Restricted Area
Malmstrom B-5 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829255,,,,,,
400AGL,SFC,"UAS Restricted Area
Malmstrom B-6 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829256,,,,,,
400AGL,SFC,"UAS Restricted Area
Malmstrom B-7 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829257,,,,,,
400AGL,SFC,"UAS Restricted Area
Malmstrom B-8 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829258,,,,,,
400AGL,SFC,"UAS Restricted Area
Malmstrom B-9 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829259,,,,,,
400AGL,SFC,"UAS Restricted Area
Malmstrom B-10 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829260,,,,,,
400AGL,SFC,"UAS Restricted Area
Malmstrom B-11 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829261,,,,,,
400AGL,SFC,"UAS Restricted Area
Malmstrom C-1 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829262,,,,,,
400AGL,SFC,"UAS Restricted Area
Malmstrom C-2 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829263,,,,,,
400AGL,SFC,"UAS Restricted Area
Malmstrom C-3 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829264,,,,,,
400AGL,SFC,"UAS Restricted Area
Malmstrom C-4 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829265,,,,,,
400AGL,SFC,"UAS Restricted Area
Malmstrom C-5 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829266,,,,,,
400AGL,SFC,"UAS Restricted Area
Malmstrom C-6 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829267,,,,,,
400AGL,SFC,"UAS Restricted Area
Malmstrom C-7 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829268,,,,,,
400AGL,SFC,"UAS Restricted Area
Malmstrom C-8 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829269,,,,,,
400AGL,SFC,"UAS Restricted Area
Malmstrom C-9 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829270,,,,,,
400AGL,SFC,"UAS Restricted Area
Malmstrom C-10 is National Defense Airspace.
UAS Operations Prohibited.
POC: Maj Michael Endres, AFGSC/A3OA, 318-456-9902     Emergency: Command Post, Malmstrom: 406-731-3801",drotam_uasfr,424829271,,,,,,
400AGL,SFC,"UAS Restricted Area
USCG Baltimore Yard 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: US Coast Guard, Staff Symbol: DCMS-34, Phone: 202-372-2100, Email:NCC@uscg.mil",drotam_uasfr,424829506,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: Zachary Morgan (810) 241-5400; Zachary.morgan1@navy.mil / CDO (540) 850-2380",drotam_uasfr,424829527,,,,,,
400AGL,SFC,"UAS Restricted Area
 is National Defense Airspace.
UAS Operations Prohibited.
POC: NAS JRB Ft Worth Command Duty Officer, (817) 825-6403, CNI_FTWO_CDO@navy.mil",drotam_uasfr,424829534,,,,,,
400AGL,SFC,"UAS Restricted Area
Lawson AAF 4 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Lewis / 404-305-6916  Emergency: EOC 706-545-5135 / 6814",drotam_uasfr,424829536,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 4 is National Defense Airspace.
UAS Operations Prohibited.
POC: Airfield Mgt Ops: 719-556-0378      Emergency: 21 SW Cmd Post: 719-556--4555",drotam_uasfr,424829553,,,,,,
400AGL,SFC,"UAS Restricted Area
Lincoln Space Situational Awareness Center(Lexington) 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: Mr. Fred Morton: 781-981-4104, Cell: 781-572-5482   Emergency: Command Post: 781-225-6960, Alt: 781-981-2444",drotam_uasfr,424829554,,,,,,
400AGL,SFC,"UAS Restricted Area
USAFA 13 is National Defense Airspace.
UAS Operations Prohibited.
POC: 306 OSS/DOA, Airspace Management, (719) 333-0595; Alternate:306 OSS/DOA, Aerial Events, (719) 333-0417; email: usafa.drone.uas.request@us.af.mil; Emergency: USAFA/Peterson AFB Command Post   (719*",drotam_uasfr,424829555,,,,,,
400AGL,SFC,"UAS Restricted Area
USAFA 30 is National Defense Airspace.
UAS Operations Prohibited.
POC: 306 OSS/DOA, Airspace Management, (719) 333-0595; Alternate:306 OSS/DOA, Aerial Events, (719) 333-0417; email: usafa.drone.uas.request@us.af.mil; Emergency: USAFA/Peterson AFB Command Post   (719*",drotam_uasfr,424829591,,,,,,
400AGL,SFC,"UAS Restricted Area
USAFA 31 is National Defense Airspace.
UAS Operations Prohibited.
POC: 306 OSS/DOA, Airspace Management, (719) 333-0595; Alternate:306 OSS/DOA, Aerial Events, (719) 333-0417; email: usafa.drone.uas.request@us.af.mil; Emergency: USAFA/Peterson AFB Command Post   (719*",drotam_uasfr,424829592,,,,,,
400AGL,SFC,"UAS Restricted Area
MCB Camp Lejeune 3 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (910) 451-3031 / (910) 554-9135",drotam_uasfr,424829595,,,,,,
400AGL,SFC,"UAS Restricted Area
MCB Camp Lejeune 4 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (910) 451-3031 / (910) 554-9135",drotam_uasfr,424829596,,,,,,
400AGL,SFC,"UAS Restricted Area
MCB Camp Lejeune 5 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (910) 451-3031 / (910) 554-9135",drotam_uasfr,424829597,,,,,,
400AGL,SFC,"UAS Restricted Area
MCB Camp Lejeune 6 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (910) 451-3031 / (910) 554-9135",drotam_uasfr,424829598,,,,,,
400AGL,SFC,"UAS Restricted Area
MCB Camp Lejeune 14 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (910) 451-3031 / (910) 554-9135",drotam_uasfr,424829605,,,,,,
400AGL,SFC,"UAS Restricted Area
MCB Camp Lejeune 15 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (910) 451-3031 / (910) 554-9135",drotam_uasfr,424829606,,,,,,
400AGL,SFC,"UAS Restricted Area
MCB Camp Lejeune 17 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (910) 451-3031 / (910) 554-9135",drotam_uasfr,424829607,,,,,,
400AGL,SFC,"UAS Restricted Area
MCB Camp Lejeune 21 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (910) 451-3031 / (910) 554-9135",drotam_uasfr,424829608,,,,,,
400AGL,SFC,"UAS Restricted Area
MCB Camp Lejeune 22 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (910) 451-3031 / (910) 554-9135",drotam_uasfr,424829609,,,,,,
400AGL,SFC,"UAS Restricted Area
MCB Camp Lejeune 23 is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (910) 451-3031 / (910) 554-9135",drotam_uasfr,424829610,,,,,,
400AGL,SFC,"UAS Restricted Area
MDC Los Angeles is National Defense Airspace.
UAS Operations Prohibited.
POC: CONTROL CENTER (213) 485-0439",drotam_uasfr,424829611,,,,,,
400AGL,SFC,"UAS Restricted Area
FMC Carswell is National Defense Airspace.
UAS Operations Prohibited.
POC: CONTROL CENTER (817) 782-4000",drotam_uasfr,424829619,,,,,,
400AGL,SFC,"UAS Restricted Area
FDC Seatac is National Defense Airspace.
UAS Operations Prohibited.
POC: CONTROL CENTER (206) 870-5700",drotam_uasfr,424829620,,,,,,
400AGL,SFC,"UAS Restricted Area
FDC Philadelphia is National Defense Airspace.
UAS Operations Prohibited.
POC: CONTROL CENTER (215) 521-4000",drotam_uasfr,424829621,,,,,,
400AGL,SFC,"UAS Restricted Area
FDC Miami is National Defense Airspace.
UAS Operations Prohibited.
POC: CONTROL CENTER (305) 577-0010",drotam_uasfr,424829622,,,,,,
400AGL,SFC,"UAS Restricted Area
FDC Houston is National Defense Airspace.
UAS Operations Prohibited.
POC: CONTROL CENTER (713) 221-5400",drotam_uasfr,424829623,,,,,,
400AGL,SFC,"UAS Restricted Area
FCI Tucson is National Defense Airspace.
UAS Operations Prohibited.
POC: CONTROL CENTER (520) 574-7100",drotam_uasfr,424829625,,,,,,
400AGL,SFC,"UAS Restricted Area
FMC Lexington is National Defense Airspace.
UAS Operations Prohibited.
POC: Control Center (859) 255-6812",drotam_uasfr,424829897,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 3 is National Defense Airspace.
UAS Operations Prohibited.
POC: (Primary) 305 OSS/OSA; (609) 754-2745/5466; (Emergency) Airspace Management, 609-754-2745",drotam_uasfr,424829627,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: Russell Stark, Airport Mgr Griffis Int Apr, Rome, NY 315-736-4171   Emergency: Russell Stark, Airport Mgr. Griffis Int Apt, Rome, NY 315-736-4171",drotam_uasfr,424829713,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 4 is National Defense Airspace.
UAS Operations Prohibited.
POC: (Primary) 305 OSS/OSA; (609) 754-2745/5466; (Emergency) Airspace Management, 609-754-2745",drotam_uasfr,424829628,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 6 is National Defense Airspace.
UAS Operations Prohibited.
POC: (Primary) 305 OSS/OSA; (609) 754-2745/5466; (Emergency) Airspace Management, 609-754-2745",drotam_uasfr,424829629,,,,,,
400AGL,SFC,"UAS Restricted Area
Fort Gordon is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Jerry Lewis / 404 305-6916   Emergency: EOC - 706-791-9747",drotam_uasfr,424829630,,,,,,
400AGL,SFC,"UAS Restricted Area
Fort Lee 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Jerry Lewis / 404 305-6916   Emergency: IOC - 804-734-1584",drotam_uasfr,424829631,,,,,,
400AGL,SFC,"UAS Restricted Area
FMC Fort Worth 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: Control Center (817) 534-8400",drotam_uasfr,424829898,,,,,,
400AGL,SFC,"UAS Restricted Area
Installation 5 is National Defense Airspace.
UAS Operations Prohibited.
POC: (Primary) 305 OSS/OSA; (609) 754-2745/5466; (Emergency) Airspace Management, 609-754-2745",drotam_uasfr,424829632,,,,,,
400AGL,SFC,"UAS Restricted Area
Fort Lee 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Jerry Lewis / 404 305-6916   Emergency: IOC - 804-734-1584",drotam_uasfr,424829633,,,,,,
400AGL,SFC,"UAS Restricted Area
Fort Lee 3 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Jerry Lewis / 404 305-6916   Emergency: IOC - 804-734-1584",drotam_uasfr,424829634,,,,,,
400AGL,SFC,"UAS Restricted Area
MCAAP is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Norma Martini / 817 222-5921   Emergency: 918-420-6211",drotam_uasfr,424829635,,,,,,
400AGL,SFC,"UAS Restricted Area
RFAAP is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Jerry Lewis / 404 305-6916   Emergency: 540-731-5775",drotam_uasfr,424829636,,,,,,
400AGL,SFC,"UAS Restricted Area
Fort Detrick, MD 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Jerry Lewis / 404 305-6916   Emergency: EOC 301-619-8547",drotam_uasfr,424829637,,,,,,
400AGL,SFC,"UAS Restricted Area
Fort Detrick, MD 4 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Jerry Lewis / 404 305-6916   Emergency: EOC 301-619-8547",drotam_uasfr,424829638,,,,,,
400AGL,SFC,"UAS Restricted Area
FMC Fort Worth 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: Control Center (817) 534-8400",drotam_uasfr,424829899,,,,,,
400AGL,SFC,"UAS Restricted Area
FMC Fort Worth 3 is National Defense Airspace.
UAS Operations Prohibited.
POC: Control Center (817) 534-8400",drotam_uasfr,424829900,,,,,,
400AGL,SFC,"UAS Restricted Area
RFAAP 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Jerry Lewis / 404 305-6916   Emergency: 540-731-5775",drotam_uasfr,424829640,,,,,,
400AGL,SFC,"UAS Restricted Area
RFAAP 3 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Jerry Lewis / 404 305-6916   Emergency: 540-731-5775",drotam_uasfr,424829641,,,,,,
400AGL,SFC,"UAS Restricted Area
RRMC 3 is National Defense Airspace.
UAS Operations Prohibited.
POC: Ops Center (24 hr/day): 717-878-2964",drotam_uasfr,424829645,,,,,,
400AGL,SFC,"UAS Restricted Area
HSAAP 3 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Jerry Lewis / 404 305-6916   Emergency: 423- 578-6242",drotam_uasfr,424829642,,,,,,
400AGL,SFC,"UAS Restricted Area
RFAAP 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Jerry Lewis / 404 305-6916   Emergency: 540-731-5775",drotam_uasfr,424829643,,,,,,
400AGL,SFC,"UAS Restricted Area
RRMC 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: Ops Center (24 hr/day): 717-878-2964",drotam_uasfr,424829644,,,,,,
400AGL,SFC,"UAS Restricted Area
RRMC 4 is National Defense Airspace.
UAS Operations Prohibited.
POC: Ops Center (24 hr/day): 717-878-2964",drotam_uasfr,424829646,,,,,,
400AGL,SFC,"UAS Restricted Area
RRMC 5 is National Defense Airspace.
UAS Operations Prohibited.
POC: Ops Center (24 hr/day): 717-878-2964",drotam_uasfr,424829647,,,,,,
400AGL,SFC,"UAS Restricted Area
LCAAP is National Defense Airspace.
UAS Operations Prohibited.
POC: Kyle Strom, O: 816-796-7461   Emergency: LTC Dana E. Crow, O:  816-796-7120",drotam_uasfr,424829649,,,,,,
400AGL,SFC,"UAS Restricted Area
TEAD is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Bridenback / 206-231-2505 Emergency: COL Steven M. Dowgielewicz Jr., and (435) 833-2211",drotam_uasfr,424829650,,,,,,
400AGL,SFC,"UAS Restricted Area
HWAD 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Bridenback / 206-231-2505   Emergency: LTC Dustin G. Bishop / 305-437-1400",drotam_uasfr,424829656,,,,,,
400AGL,SFC,"UAS Restricted Area
HWAD 3 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Bridenback / 206-231-2505   Emergency: LTC Dustin G. Bishop / 305-437-1400",drotam_uasfr,424829657,,,,,,
400AGL,SFC,"UAS Restricted Area
PBA is National Defense Airspace.
UAS Operations Prohibited.
POC: Travis White, O: 870-540-3556   Emergency: COL Luis A Ortiz, O:  870-540-3003",drotam_uasfr,424829651,,,,,,
400AGL,SFC,"UAS Restricted Area
HWAD 4 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Bridenback / 206-231-2505   Emergency: LTC Dustin G. Bishop / 305-437-1400",drotam_uasfr,424829658,,,,,,
400AGL,SFC,"UAS Restricted Area
IAAAP 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Noma Martini / nomathembi.martini@faa.gov / 817 222-5921   Emergency: LTC Stephen Koehler / stephen.t.koehler2.mil@mail.mil / 319-753-7200",drotam_uasfr,424829659,,,,,,
400AGL,SFC,"UAS Restricted Area
McMillan Airfield is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Bridenback / 425-227-2955   Emergency: Base Operator 805-238-8201",drotam_uasfr,424829661,,,,,,
400AGL,SFC,"UAS Restricted Area
MCAF Quantico is National Defense Airspace.
UAS Operations Prohibited.
POC: Command Duty Officer (703) 784-2707 / (703) 784-5587",drotam_uasfr,424829662,,,,,,
400AGL,SFC,"UAS Restricted Area
FCI Beckley Medium is National Defense Airspace.
UAS Operations Prohibited.
POC: Control Center (304) 252-9758",drotam_uasfr,424829669,,,,,,
400AGL,SFC,"UAS Restricted Area
USP Terre Haute is National Defense Airspace.
UAS Operations Prohibited.
POC: Control Center (812) 244-4400",drotam_uasfr,424829793,,,,,,
400AGL,SFC,"UAS Restricted Area
HWAD 5 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Bridenback / 206-231-2505   Emergency: LTC Dustin G. Bishop / 305-437-1400",drotam_uasfr,424829663,,,,,,
400AGL,SFC,"UAS Restricted Area
Rivanna Station, VA is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Lewis / jerry.lewis@faa.gov / 404 305-6916   Emergency: Greg Morris / gregory.a.morris.civ@mail.mil / O: 4349807594",drotam_uasfr,424829664,,,,,,
400AGL,SFC,"UAS Restricted Area
FCI Ashland Medium is National Defense Airspace.
UAS Operations Prohibited.
POC: Control Center (606) 928-6414",drotam_uasfr,424829665,,,,,,
400AGL,SFC,"UAS Restricted Area
SECTOR SAN FRANCISCO-YERBA BUENA ISLAND 2 is National Defense Airspace.
UAS Operations Prohibited.
POC: US Coast Guard 2703 Martin Luther King Jr., Ave, SE Washington, DC 20593-7202 Staff Symbol: DCMS-34 Phone: 202-372-2100 Fax: 202-372-2925 Email: nationalcommandcenter@uscg.mil",drotam_uasfr,424829666,,,,,,
400AGL,SFC,"UAS Restricted Area
PCD is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Jerry Lewis / jerry.lewis@faa.gov / 404 305-6916   Emergency: LTC Daniel Cody / daniel.j.cody.mil@mail.mil / 717-414-3517",drotam_uasfr,424829667,,,,,,
400AGL,SFC,"UAS Restricted Area
IAAAP 1 is National Defense Airspace.
UAS Operations Prohibited.
POC: LTC Noma Martini / nomathembi.martini@faa.gov / 817 222-5921   Emergency: LTC Stephen Koehler / stephen.t.koehler2.mil@mail.mil / 319-753-7200",drotam_uasfr,424829668,,,,,,
400AGL,SFC,"UAS Restricted Area
USP Thomson is National Defense Airspace.
UAS Operations Prohibited.
POC: Control Center (815) 259-1000",drotam_uasfr,424829794,,,,,,
400AGL,SFC,"UAS Restricted Area
FCI Elkton Medium is National Defense Airspace.
UAS Operations Prohibited.
POC: Control Center (330) 420-6200",drotam_uasfr,424829671,,,,,,
400AGL,SFC,"UAS Restricted Area
FCI Englewood Medium is National Defense Airspace.
UAS Operations Prohibited.
POC: Control Center (303) 763-4300",drotam_uasfr,424829672,,,,,,
400AGL,SFC,"UAS Restricted Area
FCI Terminal Island Medium is National Defense Airspace.
UAS Operations Prohibited.
POC: Control Center (310) 831-8961",drotam_uasfr,424829673,,,,,,
400AGL,SFC,"UAS Restricted Area
FCI Herlong Medium is National Defense Airspace.
UAS Operations Prohibited.
POC: Control Center (530) 827-8000",drotam_uasfr,424829674,,,,,,
400AGL,SFC,"UAS Restricted Area
FCI La Tuna Medium is National Defense Airspace.
UAS Operations Prohibited.
POC: Control Center (915) 791-9000",drotam_uasfr,424829675,,,,,,
400AGL,SFC,"UAS Restricted Area
Reston A & B is National Defense Airspace.
UAS Operations Prohibited.
POC: SGT Alex Jones (703) 905-6132",drotam_uasfr,424829761,,,,,,
400AGL,SFC,"UAS Restricted Area
FCI Marianna Medium is National Defense Airspace.
UAS Operations Prohibited.
POC: Control Center (850) 526-2313",drotam_uasfr,424829677,,,,,,
